ID_NO,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,ÿDate_end,ÿCategory,ÿCriterion
1134,,,,,,,,,,
1135,,,,,,,,,,
1136,,,,,,,,,,
1137,,,,,,,,,,
1138,,,,,,,,,,
1139,,,,,,,,,,
1140,,,,,,,,,,
1141,,,,,,,,,,
1142,,,,,,,,,,
1143,,,,,,,,,,
1144,,,,,,,,,,
1145,,,,,,,,,,
1146,,,,,,,,,,
1147,,,,,,,,,,
1148,,,,,,,,,,
1149,,,,,,,,,,
1150,,,,,,,,,,
1151,,,,,,,,,,
1152,,,,,,,,,,
1153,,,,,,,,,,
1154,,,,,,,,,,
1155,,,,,,,,,,
1156,,,,,,,,,,
1157,,,,,,,,,,
1158,,,,,,,,,,
1159,,,,,,,,,,
1160,,,,,,,,,,
1161,,,,,,,,,,
1162,,,,,,,,,,
1163,,,,,,,,,,
1164,,,,,,,,,,
1165,,,,,,,,,,
1166,,,,,,,,,,
1167,,,,,,,,,,
